X,cntry,gndr,nwspol,netustm,agea,eduyrs,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtdgcl,lrscale,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgdgr,rlgatnd,pray,gvrfgap,rfgfrpc,rfgbfml,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrenexp,wrdpimp,wrtcfl,clmthgt1,wrclmch,lklmten,gvsrdcc,inctxff,sbsrnen,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,lbenent,bennent,admub,ubpay,ubedu,ubunp,ub50pay,ub50edu,ub50unp,ub20pay,ub20edu,ub20unp,ubsppay,ubspedu,ubspunp,bnlwinc,eduunmp,wrkprbf,basinc,eusclbf,eudcnbf,lkuemp,lknemny,hhmmb,domicil,estsz,wkdcorga,iorgact,hinctnta,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
9541,DE,1,60,NA,59,15,2,6,5,5,1,2,1,2,4,3,3,4,3,5,7,NA,NA,NA,7,5,3,3,4,5,2,5,2,5,7,3,2,2,1,1,3,10,5,1,4,4,5,1,9,9,0,1,1,1,5,4,3,4,5,2,3,3,4,3,2,3,NA,4,3,2,4,4,4,4,NA,8,6,8,8,2,4,4,3,4,3,3,4,NA,4,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,2,3,3,2,1,NA,1,1,3,3,3,10,10,9,4,6,3,5,2,5,6,1,6,5,6,6,5,4,6,3,2,1,5,4,3,6
3738,BE,1,60,270,49,19,5,8,8,7,2,4,3,4,3,8,8,9,7,7,8,7,3,7,9,8,8,9,8,4,1,4,2,3,8,3,3,3,8,8,8,9,6,3,4,3,4,1,8,8,5,1,2,2,3,3,1,4,5,2,4,4,3,3,3,2,NA,4,7,8,3,5,2,4,4,8,5,7,8,2,5,5,2,2,2,5,2,3,2,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,2,2,1,1,4,5,4,8,7,8,4,5,4,5,3,5,4,5,5,5,4,4,6,5,4,2,6,4,5,5,5,5
38873,PT,2,120,120,48,12,5,6,5,6,3,3,3,2,3,4,4,6,2,3,6,5,1,5,3,6,6,4,6,5,1,5,2,3,4,2,1,3,6,7,6,7,3,2,2,3,4,2,8,7,4,1,7,4,4,3,3,3,5,2,5,5,5,3,4,1,NA,4,4,3,3,5,2,4,6,4,3,7,5,4,3,2,2,4,3,3,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,4,3,3,3,4,4,3,3,2,1,7,4,4,3,5,3,5,4,5,6,5,5,5,5,5,5,4,5,4,3,4,6,5,5,5
29991,IT,1,60,120,47,9,4,4,5,0,4,1,4,1,4,0,0,1,0,0,3,3,3,NA,0,0,0,0,0,4,1,4,1,1,5,2,1,3,0,3,0,8,6,0,3,2,4,1,10,4,7,3,6,1,4,1,3,3,5,1,5,5,3,5,4,4,NA,4,4,0,1,5,1,3,NA,3,0,10,10,3,1,4,3,2,3,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,1,1,3,2,4,4,4,4,2,0,0,3,1,5,3,5,4,5,4,4,5,5,2,4,5,5,5,2,5,5,5,5,5,3
8118,DE,1,20,120,22,16,5,2,7,4,3,1,1,2,4,5,9,10,5,5,4,4,NA,4,9,5,7,3,10,3,2,4,2,4,7,4,4,4,5,8,5,10,6,3,2,4,4,1,2,2,7,2,2,3,4,4,2,3,3,4,4,3,2,2,3,2,NA,3,3,2,2,5,4,4,4,4,4,8,7,3,4,3,2,4,4,3,2,2,4,2,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,5,3,1,10,10,9,4,5,3,4,5,3,5,4,6,4,5,4,4,6,3,3,6,5,5,4,4,4
27070,IL,1,150,210,41,14,5,7,2,7,2,1,1,1,1,0,6,4,2,2,1,1,NA,0,5,3,2,5,7,5,1,1,5,1,10,2,2,2,3,2,2,9,5,1,3,4,5,1,6,2,6,5,7,1,4,1,1,3,5,1,5,5,3,1,1,2,NA,4,NA,2,2,5,5,5,5,5,2,10,10,5,5,3,4,4,4,3,5,3,5,3,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,3,4,4,4,NA,NA,1,1,5,2,3,7,5,4,4,6,5,6,4,6,5,6,6,6,5,6,6,6,6,4,6,6,6,6,6,6
15975,FI,1,120,NA,73,6,1,6,6,9,2,1,2,2,2,1,2,6,2,2,2,6,3,5,3,3,3,8,5,5,2,4,2,5,5,4,2,NA,4,6,6,7,5,2,2,4,3,3,8,3,5,2,2,3,2,4,4,5,5,2,5,5,3,4,3,4,NA,3,5,5,4,4,2,4,NA,5,5,7,5,2,2,3,5,4,4,3,5,4,5,2,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,3,2,2,3,3,4,NA,2,1,3,2,8,8,3,3,5,2,5,2,5,5,5,5,5,3,5,5,4,5,3,5,4,4,4,4,2
3473,BE,1,30,60,38,20,5,7,5,3,1,2,3,2,3,6,6,5,3,3,5,8,3,5,3,3,4,7,7,4,1,5,1,5,9,3,3,3,5,7,4,7,6,3,3,3,4,2,5,8,4,1,3,3,3,2,2,3,4,4,4,4,5,2,3,2,NA,3,3,6,2,5,2,5,2,7,5,9,5,4,4,2,3,4,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,2,3,2,3,3,3,2,2,4,5,1,10,10,7,3,5,4,5,5,4,2,3,4,6,5,5,4,3,5,4,5,3,5,5,5,5
16763,FR,2,45,60,70,8,5,8,8,6,4,2,1,2,1,5,7,9,6,5,5,5,2,5,5,5,5,6,8,5,1,5,1,2,6,2,2,2,5,5,4,10,6,2,3,4,3,2,9,8,8,2,5,5,2,1,2,2,4,2,4,4,3,3,4,3,NA,3,6,6,2,4,5,5,NA,6,4,7,3,4,4,4,4,4,3,2,4,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,1,NA,1,2,2,1,2,10,0,7,4,3,1,4,1,5,5,4,5,6,2,6,5,2,5,2,5,4,6,6,5,5
12640,ES,2,0,NA,23,8,1,3,2,2,4,1,1,1,2,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,2,0,5,3,1,2,1,NA,NA,1,2,2,2,2,9,7,2,2,1,5,1,5,5,0,1,1,1,4,3,2,2,4,1,5,5,NA,4,1,1,NA,2,7,5,NA,4,3,4,3,5,2,8,8,NA,3,3,NA,1,1,1,NA,4,4,3,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,4,1,1,4,4,4,1,3,3,3,NA,NA,NA,2,3,5,1,2,5,5,5,1,6,5,5,5,5,1,5,1,3,1,5,5,5,5
6751,CZ,1,60,NA,54,12,3,6,6,6,3,2,2,2,2,8,9,9,9,9,8,9,NA,5,4,3,3,5,6,3,4,4,4,2,8,3,3,3,5,6,4,7,6,1,2,3,4,1,10,9,3,1,2,2,2,4,3,3,5,1,4,5,5,1,1,1,NA,1,9,5,5,5,3,3,3,3,4,9,9,1,2,2,2,2,2,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,2,2,2,3,5,2,2,2,5,2,5,0,6,3,2,2,3,2,2,2,2,2,1,3,4,3,3,4,3,2,4,3,2,2,3
6493,CZ,1,0,60,33,12,4,6,4,8,4,1,1,1,1,NA,NA,4,0,1,NA,NA,NA,4,5,NA,7,7,4,3,3,3,4,2,7,2,2,2,1,2,1,2,2,NA,4,3,4,1,5,6,5,3,1,2,3,3,3,2,NA,2,4,4,2,2,2,1,NA,2,4,5,3,2,3,3,4,8,5,8,8,3,4,3,3,2,4,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,3,1,3,2,3,3,3,2,5,2,5,6,6,2,5,4,3,2,2,NA,NA,2,3,4,2,3,4,1,3,3,4,5,6,4,4
32194,LT,1,0,180,97,14,5,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,NA,NA,4,4,3,6,6,5,5,1,1,1,0,1,1,1,0,0,0,6,2,1,2,3,4,1,2,3,0,1,1,2,3,3,NA,4,NA,4,5,4,4,4,4,3,NA,3,5,5,1,4,2,4,9,6,8,9,5,4,2,2,3,4,4,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,NA,1,1,1,3,2,8,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12415,EE,1,60,NA,78,10,1,6,8,4,3,1,1,1,1,5,5,7,2,1,1,2,NA,5,1,1,6,8,5,4,3,4,3,4,1,1,1,1,1,NA,3,6,1,0,1,3,3,2,7,2,0,1,1,3,4,2,NA,1,2,1,4,4,3,4,2,2,NA,1,0,1,2,4,2,3,2,2,5,10,1,3,2,4,2,2,2,2,2,3,4,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,1,1,3,3,3,8,0,2,3,2,2,5,2,5,2,5,5,5,5,5,5,2,5,4,5,2,5,5,2,2
44046,SI,1,50,NA,66,8,1,10,8,7,2,1,1,2,1,0,0,7,0,0,0,0,3,7,3,3,0,4,2,5,2,2,4,1,5,2,2,2,0,6,0,10,4,3,3,3,3,2,10,8,9,4,5,4,2,2,1,3,4,1,5,5,4,4,4,4,NA,3,3,4,4,5,2,4,5,0,2,10,3,2,2,2,3,5,5,4,3,5,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,1,1,6,2,5,0,0,3,3,6,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5
14808,FI,2,45,90,20,13,5,7,7,6,2,3,2,4,3,6,8,9,6,6,8,9,NA,6,4,5,6,8,8,4,2,5,1,4,7,3,3,3,5,9,7,9,4,4,4,3,4,1,9,8,2,1,1,2,3,4,2,3,3,3,4,3,3,3,3,3,NA,3,5,6,3,4,2,3,5,8,7,7,7,2,4,4,3,3,3,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,2,3,4,3,2,3,5,2,6,4,5,4,5,4,5,5,4,6,3,5,4,5,5,6,4,5,6,4,5,6,5,5,6
6294,CZ,2,120,NA,40,16,3,8,7,6,4,1,1,2,1,6,5,4,4,3,2,4,NA,5,4,4,5,6,7,5,1,5,1,5,6,2,1,2,2,5,3,7,3,4,3,2,4,2,7,4,7,3,5,2,3,2,2,3,3,4,4,4,2,3,4,3,NA,3,4,7,3,4,2,3,2,2,2,9,10,2,4,2,3,1,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,2,2,1,3,2,3,3,2,3,3,3,3,8,8,3,6,4,6,3,6,3,3,5,4,3,5,4,5,6,2,5,5,5,6,6,3
35106,NO,1,30,NA,54,12,5,7,7,6,2,3,3,3,3,8,10,10,7,6,6,7,3,3,9,5,9,8,9,4,2,4,2,4,5,3,3,3,7,7,5,9,7,1,3,4,4,1,7,5,3,1,1,3,2,4,1,3,4,1,3,3,3,2,2,2,NA,2,6,5,3,4,4,4,3,7,6,9,10,2,2,4,2,2,2,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,2,NA,NA,1,1,4,3,4,8,6,8,4,3,2,5,2,2,2,3,3,4,4,2,5,2,4,2,5,4,3,4,4,3
37645,PL,1,60,NA,83,11,1,1,1,1,2,3,1,3,1,0,0,7,0,0,7,7,NA,1,5,0,3,NA,2,4,2,4,3,1,10,4,2,2,8,7,5,1,3,0,NA,2,2,3,8,8,2,1,1,3,4,4,3,3,4,3,5,5,5,3,3,2,NA,4,5,7,3,5,2,4,4,1,1,10,5,2,2,3,3,5,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,NA,2,3,3,NA,3,2,3,NA,3,0,5,3,6,2,6,5,6,1,3,5,4,2,6,5,3,5,1,3,5,6,6,5,1
43088,SI,2,90,240,29,14,5,5,4,5,3,2,2,2,1,4,4,7,2,1,5,4,NA,5,7,7,7,8,6,4,2,4,2,2,5,2,1,1,2,3,2,8,6,4,4,3,3,1,8,5,5,3,4,2,4,2,3,3,5,2,5,5,4,2,3,3,NA,4,5,4,2,5,1,4,5,3,3,8,8,3,4,3,2,3,2,3,2,4,2,2,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,2,2,2,3,3,4,3,3,2,4,3,5,3,4,4,4,1,6,5,6,5,5,5,6,6,5,5,5,6,3,5,6,6,5,4,5
40113,RU,2,0,120,34,15,4,2,7,6,3,3,1,1,1,9,4,3,3,4,5,5,NA,6,5,6,7,8,7,3,4,4,1,1,4,4,1,1,1,1,5,10,7,3,2,4,4,1,10,1,8,2,1,1,3,5,3,3,3,4,4,4,4,3,4,4,NA,2,2,NA,1,5,4,3,10,2,2,10,7,1,4,3,NA,2,2,3,1,4,3,3,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,1,1,NA,4,NA,NA,NA,3,5,3,1,10,1,7,1,6,2,6,6,6,5,2,5,5,5,5,6,5,6,2,5,2,6,6,4,4
3997,CH,1,40,NA,60,9,2,7,7,7,2,3,2,1,3,5,4,6,4,6,2,2,3,8,7,4,8,7,5,1,2,3,3,1,1,1,1,1,6,3,5,7,6,4,2,3,4,1,8,2,4,3,6,2,3,3,1,3,5,2,4,3,3,3,3,2,NA,2,5,4,2,4,3,3,2,7,5,7,4,3,3,3,3,4,4,2,4,NA,4,2,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,2,2,2,2,2,5,5,4,4,4,2,1,2,5,5,2,4,5,4,6,5,4,5,2,2,4,4,5,6,5
21253,HU,2,30,60,45,13,5,6,5,3,3,2,1,1,1,3,5,8,6,6,5,5,NA,5,4,5,4,7,3,3,4,4,4,4,2,1,1,1,0,2,4,9,3,2,2,3,4,1,10,5,9,1,2,3,NA,NA,4,4,4,4,4,4,4,4,4,3,NA,4,4,4,1,1,2,4,7,5,3,5,5,3,4,3,4,2,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,1,4,4,4,1,2,3,3,1,10,10,NA,3,5,5,2,4,5,5,3,5,4,5,4,5,5,5,2,2,1,6,5,4,5
31690,LT,2,30,NA,42,15,2,8,8,4,4,1,1,NA,1,NA,5,5,0,0,NA,NA,NA,NA,4,4,NA,4,6,5,1,3,NA,NA,NA,4,NA,1,NA,NA,5,5,1,1,1,3,3,NA,8,0,NA,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,3,5,5,NA,NA,NA,5,NA,1,1,7,7,NA,NA,NA,NA,3,3,NA,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8293,DE,2,60,45,60,15,4,5,5,2,2,3,3,3,2,3,4,4,3,3,3,3,NA,7,7,3,6,5,5,2,2,4,2,3,4,3,3,2,2,5,4,8,4,4,3,2,4,1,7,5,7,3,2,1,3,1,2,3,4,2,4,4,3,4,4,2,NA,3,2,2,3,4,4,2,2,7,6,6,6,3,4,3,2,4,3,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,2,2,NA,2,3,3,5,7,4,5,3,4,3,5,2,5,5,5,5,5,3,4,5,3,5,1,4,4,5,5,4,2
960,AT,1,60,2,31,12,5,2,3,3,3,2,3,3,2,5,8,8,5,5,5,8,3,8,6,5,5,8,8,4,3,4,2,4,5,3,2,3,3,6,5,9,4,4,2,4,4,1,9,8,4,2,2,4,3,4,3,4,5,1,5,4,4,2,1,2,NA,3,8,5,2,5,4,4,NA,3,4,9,7,4,4,NA,4,4,3,2,3,NA,4,3,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,3,NA,2,3,1,1,NA,2,2,2,5,4,4,3,5,4,5,6,5,5,3,5,4,6,5,4,5,4,6,4,5,5,4,3,5
29494,IT,1,1178,180,31,19,5,8,8,7,3,2,2,2,2,7,8,8,5,4,6,6,NA,4,5,6,4,4,7,3,5,5,1,3,9,4,3,3,7,6,5,8,4,4,3,3,4,1,5,4,1,1,1,2,3,4,1,2,5,2,5,5,4,3,4,2,NA,3,2,5,3,5,4,4,2,5,4,6,4,2,4,4,3,2,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,3,3,3,1,3,3,1,2,4,2,4,9,7,10,4,3,2,4,5,5,5,5,4,5,4,3,5,4,4,2,5,4,6,6,2,3
41101,RU,2,300,NA,73,13,1,5,4,5,1,1,1,1,1,2,0,3,3,0,0,0,3,NA,0,3,3,NA,2,4,3,1,5,1,5,2,3,2,3,NA,6,6,4,6,5,2,3,3,10,0,6,3,6,5,2,5,NA,4,3,3,3,4,3,4,4,3,NA,4,7,4,3,3,3,3,7,0,0,10,8,4,1,1,NA,3,3,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,2,NA,NA,NA,4,2,3,4,8,2,4,1,6,2,4,2,6,4,5,5,5,4,4,4,5,4,6,4,6,4,4,4,6
39877,RU,2,40,NA,44,12,3,4,6,3,3,1,1,1,2,4,5,5,4,2,3,6,NA,8,4,5,4,5,3,3,4,2,2,1,4,2,2,2,3,3,3,4,6,3,3,2,3,1,4,5,6,2,2,4,2,3,3,3,3,3,3,3,3,3,4,4,NA,3,4,4,4,2,3,4,7,5,3,5,3,3,4,4,2,3,4,2,3,4,3,3,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,NA,3,2,3,3,NA,NA,4,3,3,5,5,0,0,8,3,4,2,2,1,4,3,5,4,4,3,2,1,3,2,5,4,2,4,5,2,4
14876,FI,2,90,300,56,30,5,8,8,7,2,4,3,4,3,7,8,9,7,7,6,5,3,7,7,6,9,8,7,4,1,5,1,4,7,3,3,4,8,9,8,8,5,3,3,3,4,2,7,8,8,2,2,5,2,4,3,3,2,2,3,4,4,4,3,3,NA,3,6,7,4,5,2,4,4,7,4,8,8,1,5,4,1,1,2,4,2,4,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,1,1,1,3,2,7,7,6,3,6,3,6,4,5,6,3,6,3,6,6,6,3,2,5,3,2,6,5,3,6
42618,SE,2,0,60,38,8,5,0,1,1,4,2,2,2,2,3,8,0,5,5,4,5,NA,3,0,4,0,5,1,3,4,5,5,3,6,4,4,4,6,3,2,4,3,2,1,4,3,2,7,5,10,2,5,NA,4,5,2,4,4,1,4,NA,NA,1,NA,1,NA,3,3,3,1,4,5,4,NA,3,4,7,7,3,4,3,4,3,3,1,4,NA,4,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,3,3,NA,1,NA,4,3,6,5,1,10,10,5,2,5,NA,4,5,4,3,5,4,3,5,5,5,4,5,2,5,5,4,3,5,5
28941,IT,2,120,120,62,18,4,3,3,3,3,2,3,2,3,3,7,8,3,3,3,8,2,2,4,3,6,7,4,4,2,4,2,NA,4,3,3,3,6,6,6,8,4,2,3,2,3,2,10,6,0,1,1,4,4,4,1,2,5,2,5,5,2,3,3,3,NA,3,6,6,2,4,3,5,NA,1,0,10,10,3,3,3,3,3,3,2,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,1,1,2,2,4,10,10,NA,3,6,2,6,2,6,6,6,6,6,2,6,6,6,6,3,6,6,6,6,6,6
11977,EE,1,120,30,59,10,4,5,5,5,2,2,1,1,2,5,7,7,4,4,NA,NA,NA,5,4,5,5,8,8,4,2,4,4,3,2,3,1,2,5,5,2,6,5,3,2,3,3,2,9,4,0,1,1,2,4,2,3,3,3,1,3,3,3,3,3,2,NA,1,0,6,2,4,2,4,6,2,2,8,4,3,4,4,4,4,4,3,3,4,3,2,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,3,2,2,3,3,4,3,2,2,2,2,3,0,4,2,4,3,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5
4552,CH,1,20,30,52,12,5,0,0,5,4,2,1,1,1,0,10,10,5,5,10,10,2,6,10,10,10,10,6,5,5,1,5,1,6,3,3,3,6,7,5,8,2,3,2,3,4,1,7,7,6,1,7,4,4,4,3,4,3,4,3,2,1,2,1,2,NA,1,0,0,1,4,4,5,2,10,7,10,4,1,5,4,5,5,4,3,5,5,4,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,NA,NA,1,3,3,2,3,10,10,5,3,6,6,6,6,6,2,1,6,6,6,6,6,6,6,2,5,6,6,6,6,6
24497,IE,1,60,NA,54,14,3,3,5,5,4,1,3,1,2,0,2,5,0,1,1,3,NA,5,0,0,1,6,3,4,1,5,1,3,7,2,2,3,1,2,3,8,1,0,1,3,4,1,8,5,1,3,2,1,5,2,2,2,4,1,5,5,4,3,5,2,NA,5,7,2,2,2,4,3,2,0,5,7,6,5,2,2,4,4,4,3,4,4,5,3,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,4,4,2,2,1,2,3,4,4,1,2,2,NA,3,4,3,5,5,2,2,4,3,5,2,4,2,4,2,4,5,3,4,5,4,2
4808,CH,1,60,120,56,9,5,8,8,8,2,4,4,4,5,8,6,8,9,8,7,6,NA,5,8,5,8,7,4,2,2,4,2,2,5,NA,NA,NA,8,5,7,10,4,4,3,2,4,1,10,5,4,1,NA,2,NA,3,1,3,3,1,5,5,5,2,3,2,NA,3,6,6,2,4,4,4,2,8,5,8,5,2,4,4,2,2,2,NA,3,NA,NA,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,2,1,3,2,2,10,8,8,4,6,3,2,2,4,5,4,5,5,5,6,5,5,5,2,5,4,6,5,4,4
33824,NL,2,120,240,40,20,5,9,9,7,2,3,2,3,3,7,7,8,6,6,7,8,3,5,7,7,6,7,6,4,1,5,1,5,4,4,4,4,8,9,6,8,6,6,3,4,4,1,8,8,3,3,1,2,2,4,1,2,5,2,5,5,3,2,2,3,NA,3,5,2,4,4,2,4,8,8,5,8,8,3,4,4,2,4,4,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,3,2,4,4,2,3,1,4,5,1,9,10,10,4,5,2,6,4,4,6,2,5,4,4,6,5,3,3,4,2,2,6,6,6,4
37382,PL,1,120,NA,63,11,1,4,3,2,2,2,1,3,1,7,8,9,5,6,5,7,NA,NA,8,6,8,4,3,4,1,4,4,1,4,3,3,3,10,8,6,7,7,4,NA,3,5,1,8,8,8,5,NA,4,NA,1,5,4,4,2,5,5,5,4,3,4,NA,3,7,4,NA,4,4,4,1,7,3,6,NA,4,4,4,4,2,2,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,3,2,3,3,4,NA,3,2,3,4,0,0,2,2,5,2,5,5,5,5,5,5,5,2,5,2,5,5,2,5,4,5,5,2,2
2006,AT,1,30,90,30,12,5,8,7,7,2,3,3,3,3,7,8,8,5,4,5,6,3,4,7,7,8,8,9,4,2,5,1,4,4,3,3,3,6,5,5,7,5,4,3,4,4,1,8,6,2,2,1,3,3,4,1,2,5,1,5,4,4,3,3,3,NA,4,5,4,4,5,4,4,3,7,5,8,8,2,4,4,2,1,3,3,2,2,4,3,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,3,3,2,3,3,2,2,NA,1,2,4,6,0,3,3,5,4,5,5,5,5,4,5,4,6,6,5,5,5,5,4,5,6,5,4,5
4797,CH,1,90,180,58,16,5,8,6,6,2,5,3,3,3,8,8,8,7,6,3,7,2,7,7,8,10,10,9,2,2,5,1,4,8,4,4,3,10,9,10,9,6,1,3,4,5,1,10,7,2,1,4,3,2,4,1,2,5,3,3,2,2,2,2,2,NA,2,0,7,4,4,5,1,1,7,4,6,6,2,5,2,2,2,1,2,2,5,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,NA,NA,2,2,3,3,5,10,8,10,4,6,5,2,6,6,5,3,5,6,4,6,5,5,4,4,6,4,5,5,4,3
12155,EE,2,120,300,23,12,5,5,4,5,3,2,2,3,2,4,6,6,3,5,5,6,2,5,4,5,6,8,4,2,2,2,1,5,7,3,3,3,5,6,7,7,6,2,3,3,3,1,8,4,4,1,2,2,1,3,3,3,4,2,5,5,2,3,3,2,NA,3,0,4,3,4,4,4,8,3,5,7,6,3,2,3,4,4,2,2,3,4,3,2,NA,NA,NA,3,1,4,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,4,4,4,5,3,0,0,5,3,4,3,4,6,4,6,2,5,1,6,6,6,6,4,6,5,4,5,6,4,6
12700,ES,2,60,300,45,14,5,3,4,1,2,2,1,2,1,3,0,5,4,1,1,2,NA,2,5,2,5,7,2,5,1,5,2,4,3,2,2,NA,4,5,5,9,6,4,3,2,4,1,4,4,7,2,4,5,3,5,NA,3,4,1,5,4,3,4,4,4,NA,3,5,0,4,5,3,4,NA,5,NA,10,7,NA,3,4,NA,2,3,2,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,2,1,3,2,3,7,5,9,4,5,4,5,3,6,4,3,4,5,4,6,5,4,3,2,3,2,6,6,5,3
12299,EE,2,120,NA,76,13,1,5,4,3,3,2,1,1,1,2,5,8,4,4,4,6,3,8,4,2,7,6,2,4,2,3,3,2,2,3,2,2,5,4,2,6,2,2,3,3,1,2,9,6,2,2,2,2,5,3,2,3,2,1,3,2,2,1,2,2,NA,3,1,4,3,4,4,3,NA,5,6,9,7,3,2,2,4,2,2,2,4,2,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,4,NA,1,3,5,2,9,8,3,2,4,3,3,4,4,5,4,4,4,5,5,4,4,5,3,4,5,5,5,5,2
8122,DE,1,15,90,16,10,5,5,7,9,3,3,2,3,2,9,9,8,8,8,8,8,NA,NA,6,9,7,10,8,2,3,2,4,3,NA,3,3,3,5,5,4,6,4,1,2,1,3,1,5,4,7,3,NA,4,3,3,4,4,4,1,5,5,3,3,2,2,NA,3,4,5,3,4,4,3,8,6,4,7,7,3,4,3,2,2,3,3,3,2,2,3,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,2,2,3,2,3,3,2,2,5,3,1,7,4,NA,3,2,4,5,3,4,4,4,3,4,5,3,2,3,4,2,3,2,4,3,4,4
